0,11.743450448454979
1,11.733642895791023
2,11.158310478764342
3,11.057607840359443
4,11.086882989430812
5,11.184224061186322
6,11.307254120789446
7,11.426399964515072
8,11.501919465581697
9,11.551575925313097
10,11.612581722619217
11,11.681209796362285
12,11.754958210149619
13,11.832062920767894
14,11.911300462294099
15,11.9918989649373
16,12.073413097592798
17,12.155567708276216
18,12.238182196672954
19,12.321119788521953
20,12.404346324999011
21,12.487832995003659
22,12.57161238000776
23,12.655769018520006
24,12.740424893938101
25,12.82619869033345
26,12.571255235607968
27,12.637374731548935
28,12.751165193594039
29,12.88931637430703
30,13.034132427107386
31,13.173996075956303
32,13.306474354694666
33,13.433243884624337
34,13.556560107885943
35,13.678132989144208
36,13.797550803147628
37,13.914500833198685
38,14.029088775880957
39,14.141734881003407
40,14.252893987443302
41,14.362910986662023
42,14.472014162796443
43,14.58034814085829
44,14.68802939521261
45,14.795128640094374
46,14.901713037739102
47,15.007838534222309
48,15.11354477076677
49,15.218863836991806
50,15.104018569593267
51,15.169404102813902
52,15.272731214982361
53,15.397039832331522
54,15.529143394240505
55,15.659155083679961
56,15.783766582088983
57,15.90325024759328
58,16.018819719660915
59,16.131603481064595
60,16.2417913996895
61,16.3496174129534
62,16.455420306083553
63,16.55957845295281
64,16.662410971292847
65,16.764142662904675
66,16.864920067106244
67,16.964834959184515
68,17.06395173651122
69,17.16231176968677
70,17.259948224953995
