no,initN,PMR,Mu,Sigma,LC,rKZb,rKZe,tKZb,tKZe,sKZb,sKZe,everyH,Ndrug,GammaR,GammaT,GammaS,ec50R,ec50T,ec50S,eminR,eminT,eminS,emaxR,emaxT,emaxS,1/alpha,rmsd,riR,riT,riS,dorfrac,dortime
21,9.474126334502737e10,7,13,7,48,6,26,27,38,39,44,24,7,5.31019,4.79366,3.9989,55.6976,13.3226,32.4764,0.,0.,0.,96.8499,99.814,99.9636,0.895384,0.98777,0.0969699,0.0249309,0.0727437,0.0005641033755393041,607
